1599 3
2.3	30	10.2
2.8	43	10.5
2.1	11	10.3
3.4	69	9.4
1.8	99	10.1
1.8	99	10.1
5.5	129	10.5
5.5	128	10.5
5.5	129	10.5
5.5	128	10.5
2.2	22	9.3
1.9	86	9.3
2	20	9.6
1.3	20	9.2
1.7	31	10
7.3	121	9.4
7.2	121	9.4
1.7	96	9.5
2.1	101	10.2
1.6	42	9
2.1	44	10.4
1.8	63	9.5
1.8	8	9.1
2	18	9.2
2	18	9.2
1.9	42	11.5
2	35	9.5
1.5	49	9.5
2	35	9.5
2.3	38	10.5
2.5	20	9.6
2.4	42	9.5
2.4	42	9.5
2	110	9.3
2.5	42	9.3
1.8	65	9.3
1.9	62	9.3
2	85	9.7
2	67	9.2
2.6	26	9.7
2	143	9.5
1.9	144	9.5
2.9	127	9.4
1.9	49	9.8
3.8	126	9.5
2.2	28	9.7
2.2	28	9.7
2	120	9.4
2.4	55	10.2
2	27	10.1
1.2	93	13
2.1	31	11.4
1.4	24	10.3
2.1	145	9.3
1.5	49	9.5
1.6	39	9.2
1.6	37	9.2
2.6	28	10.8
2.6	28	10.8
1.8	120	9.3
2.7	95	9.4
2.1	19	10.5
2	19	12.4
2.8	62	10
2.1	15	10.2
2.2	65	10.1
2.4	41	9.8
5.6	121	10.5
2	49	11
2.2	41	9.1
1.9	44	9.7
2.4	144	9.5
2	58	9.4
2	72	9.4
1.5	10	9.5
2	28	10
2	55	10.4
2.6	63	10.5
2	81	9.5
2.6	23	9.8
2.6	63	10.5
2.6	37	11
1.6	106	12.2
1.8	49	9.9
2.8	58	9.6
2.6	37	11
2.3	37	9
1.9	38	9
1.9	38	9
1.9	39	9.2
1.9	38	9
2.3	37	9
1.7	62	9.3
2.1	24	10.9
1.8	109	9.8
2.2	24	9.2
2.2	24	9.2
2	23	9.9
1.9	51	9.5
2.3	73	9.3
1.7	39	9.8
2	23	9.9
1.6	37	10
1.8	34	9.9
3.1	21	10.5
1.9	86	9.5
1.8	34	9.9
3.2	119	9.3
2.2	13	9.2
2.1	56	9.2
1.8	45	9.4
2.6	33	10.5
1.7	45	9.3
2	67	9.4
1.7	35	10
1.8	49	9.3
2.4	27	10.9
1.8	10	10.2
3.3	61	9.8
3.6	37	12.8
3	27	9.4
4	23	10.1
4	61	10.7
4	23	10.1
4	65	10.1
2.4	38	9.4
7	94	9.4
4	61	10.7
3	27	9.4
4	23	10.1
6.4	13	12.6
5.6	47	10.5
3.6	19	9.3
3.5	10	9.9
3	53	9.1
5.6	47	10.5
3.4	71	9.8
3.4	71	9.8
2	49	10.3
3	53	10.3
2.5	49	10.6
3.3	98	9.2
2.5	49	10.6
2	18	10.5
2.7	48	10.3
2.4	16	10.1
3.2	53	9.5
2.5	27	9.5
2.6	70	9.9
2	29	9.6
2.3	31	9.7
2.1	33	9.6
2.6	44	10.7
1.5	15	10.1
2.6	28	10
1.6	21	9.5
2.1	90	9.2
2.5	25	9.3
2.2	54	9.4
2.4	14	9.5
2.4	12	9.5
1.7	30	9.5
2.5	25	9.3
2	105	9.4
2.8	98	9.5
3	135	9.4
2.6	72	11
2.5	53	11
3.4	92	10.1
2.9	74	10.4
3.2	59	11.5
2.9	74	10.4
3.2	59	11.5
3.4	87	9.7
2.3	18	9.3
2.8	73	9.5
11	50	9.2
11	50	9.2
3.65	14	11.5
4.5	13	11.5
2.6	21	9.7
2	15	9.5
2.9	41	12.5
2.9	41	12.5
3.2	114	9.4
2.1	44	11
2.5	38	11.7
3.4	21	12.2
1.9	16	12.5
2.8	58	10.3
3	99	11.5
2.3	29	9.8
2.4	21	9.2
2.7	18	11.3
1.8	14	9.8
1.8	14	9.8
2.6	32	10.7
1.9	63	9.9
2.7	34	12.3
3	15	12
2.8	46	10
2.6	28	9.4
2.7	34	9.9
2.6	26	9.4
2.4	19	9.3
4.8	77	13
1.4	165	11.9
2.4	32	12.8
3	55	11
2.95	29	11.7
3.1	23	10.4
2.6	41	9.8
2	81	9.4
2.6	50	9.9
2.5	37	10
2	15	10.2
5.8	42	10
3.4	21	11.8
5.8	42	10
2.6	24	9
2.8	75	9.4
2.4	18	12
2.3	63	9.9
1.6	25	8.7
1.8	46	10.6
2.2	72	9.2
3.8	47	10.8
4.4	15	11.8
3	47	11
2.4	18	12
6.2	24	13.3
2.5	60	10.8
2	27	9.4
2.9	43	10
2	27	9.4
2	27	9.4
2.1	54	9.2
2.4	37	9.7
2	48	9.2
1.9	42	9.6
1.9	53	9.2
2.5	49	10
1.4	88	12.9
2.9	43	10
2	26	9.5
2	95	9.1
2.3	25	9.9
4.2	38	13
7.9	124	9.9
2.6	49	11
2.6	49	11
2.3	42	9.4
7.9	124	9.9
1.7	38	10.8
2.6	64	10.5
2.7	41	10.5
2.7	27	9.1
1.4	25	10.1
2.5	28	10.8
3	30	10.8
3.7	16	11.3
4.5	49	9.6
2.5	86	9.5
2.4	78	9.5
1.9	77	9.3
6.7	19	11.7
2.7	122	9.5
6.6	134	9.3
2.2	20	11.7
1.9	124	10.5
2	20	10.4
1.8	52	9.9
2.4	67	11.8
2.3	48	12.3
2	60	10.9
2.1	24	11
2	60	10.9
2.3	48	12.3
2.1	48	11.4
1.9	32	10.6
1.3	30	9.3
2.4	35	10.4
2.1	24	11
2.2	66	9.2
2.3	24	12.8
2.3	18	9.5
3.2	54	9.9
2.3	18	9.5
2	62	10.2
3.2	22	11.2
3.2	54	9.9
1.5	50	9.3
2.2	29	9.8
2.15	27	11.3
3.7	43	11.2
2.7	19	11.6
1.7	27	12.5
2.1	31	10.1
2.6	72	10.5
2.1	16	11.2
2	27	10.2
2.8	35	10.8
2.8	35	10.8
1.8	26	9.1
1.7	35	10
2.8	22	11.2
1.6	67	11.1
5.2	19	13.4
2.3	22	10.3
2.7	65	9.6
2.8	22	11.2
2.2	47	9
2.3	23	11.3
2.6	19	9.3
2.55	25	11.8
2.2	129	9
2.1	15	9.2
2.9	26	9.7
2	51	11.5
2.6	18	14
2.1	21	9.2
1.2	48	9.8
2.6	47	10.6
2.4	52	11.4
2.6	68	10.4
2.1	14	10.6
1.7	24	9.4
2.2	28	10.2
2	16	9.7
1.8	20	11
2.2	28	10.2
2.7	31	10.1
15.5	23	9.2
2.8	17	11.7
2.2	18	9.4
2.2	18	9.4
4.1	24	13.4
1.9	17	10
1.9	17	10
1.8	14	10
2.8	67	10.8
2.6	26	10.2
2.8	56	10.6
2.5	25	13.3
2.6	27	13.4
3	81	11.6
8.3	91	12.1
2.6	16	11
1.9	38	9
2.5	113	11.1
2.6	16	11
3	81	11.6
1.9	38	9
6.55	76	12
6.55	76	12
1.9	24	10.9
1.8	22	10.8
2.9	26	12.5
1.8	21	10.8
2.3	13	9.5
2.2	62	10.2
2.8	43	11.4
4.6	43	9.5
2.2	62	10.2
2.1	49	9.7
2.4	15	11.8
2.4	15	11.8
6.1	151	9.3
4.3	14	11.9
2.1	16	8.4
2.8	32	11.7
2.5	106	11
2.7	33	10
2	43	9.1
2.3	133	9.8
2.5	142	9.4
2.4	116	9.5
2.8	53	9.9
2.5	106	11
2.5	85	11.4
2.6	55	8.7
2.4	33	9.4
2.1	28	10.3
2.7	42	10.3
2.7	42	10.3
2.1	33	12.8
2.7	32	10
2.1	28	10.3
2.4	33	9.4
2.1	13	10.7
5.8	35	12
5.15	17	11.2
3.3	47	9.6
6.3	17	11
2.1	20	9.9
2.5	53	11
1.8	15	8.4
2.6	106	9.1
2	28	9.5
2.5	21	10.7
2.6	69	10.4
1.9	25	9.4
2.1	25	9.5
2.8	45	10
2.7	44	10
1.6	96	11.5
4.2	23	11.1
4.2	23	11.1
4.6	17	11.7
4.2	23	11.1
4.6	17	11.7
4.3	47	12.7
2.8	19	11.4
2.4	121	9.2
2.9	110	9.2
2.7	60	10.1
4.3	47	12.7
2.8	19	11.4
2.5	15	9
2.5	15	9
2.6	20	10.7
2.2	42	11.7
3.3	37	11
2.2	42	11.7
2.4	28	10.4
2.1	47	9.6
3.2	78	10
3.1	46	10.2
2.3	14	10
2.8	111	9.5
2.9	110	9.8
2.2	40	9.8
2.2	14	9.6
2.2	14	9.6
2.2	15	9.2
1.9	21	9.9
3.4	80	10.7
2.4	38	9.6
2.7	47	10.6
1.9	102	9.3
2	50	14
2.6	13	10.5
2.6	75	9.7
1.7	149	11.5
2.6	75	9.7
3.5	43	9
2.6	38	9.5
7.9	109	9.3
2	24	9.3
1.9	18	10
2.1	30	9.8
2.3	22	9.3
2.1	23	10
2.2	35	9
2.6	14	9.3
2.2	35	9
2.9	63	9.1
2.6	24	9.2
4.6	20	12.2
3.3	52	10.5
5.1	65	10.4
3.2	39	12.7
2.5	57	9.2
2.7	16	9.4
2.4	29	10
1.5	29	9.8
2.2	103	10.2
2.3	71	9.7
2.3	71	9.7
2.2	28	9.8
2.7	17	10.2
2.3	16	9.3
3.4	112	9.4
3.4	104	9.4
1.9	32	9.5
2.9	45	12.1
5.6	58	10.2
5.6	58	10.2
2.2	15	9.1
2.2	15	9.1
2.5	31	9.3
2.3	84	9.3
2.5	31	9.3
2.7	19	9.5
3	43	10.5
3.4	86	11.3
1.9	102	9.5
1.4	33	9.7
2.4	147	9.4
2.3	145	9.4
2.2	23	10.2
1.9	57	10.3
2.3	40	9.4
2.3	68	9.5
2.3	40	9.4
2.3	68	9.5
2.3	40	9.4
6	11	10.1
3.6	20	10.1
2.2	14	11
2.8	28	11.2
8.6	148	11.3
2.2	32	9.6
2.5	155	11.2
7.5	71	14.9
2.8	30	12
2.4	29	9.5
2.9	53	9.4
2.2	32	9.6
1.4	42	10.5
1.4	20	9.6
4.4	13	11
1.4	20	9.6
1.6	42	9
1.6	27	9.6
1.8	13	10.2
2	54	10.2
2	48	9.7
1.8	16	9.5
2	15	9.2
2.3	31	11
2	15	9.2
2.5	45	10
1.7	13	9.5
2	151	9.5
1.7	13	9.5
2.2	17	9.3
2.2	31	10.2
2.2	17	9.3
2.3	31	9.9
2.6	87	10
3.3	49	9.6
1.9	40	9
2.2	29	10.2
2.25	58	9.8
2.6	15	11.3
2.3	152	9.4
2.6	15	11.3
1.8	40	9.1
3.1	38	9.7
1.6	9	9.4
1.8	17	9.4
4.25	14	10.7
2.6	93	9.8
2	62	9
2.8	122	9.4
2.7	125	9.4
1.3	44	12.8
2.1	25	9.5
2.1	25	9.5
3.2	72	9.7
2.1	19	10.8
2.9	88	10.1
2.1	25	9.5
2.1	23	9.4
2.6	84	9.6
1.6	14	9.7
6	54	9.9
2	19	10
3	37	10.5
2.5	35	11.6
1.6	33	10
2.8	84	10.1
3	112	9.5
3.2	33	9.4
2.3	48	9.4
2.6	77	9.8
2.7	34	9.2
2.3	48	9.4
2.6	49	10
2	22	9.6
3.9	45	9.5
2	22	9.6
2.85	106	9.2
2.7	48	10
2.2	127	9.5
3.1	12	11.2
3	13	10.4
2.8	49	11.1
1.8	11	9.5
1.8	11	9.5
3.2	58	12.7
2.3	37	9.6
3.45	14	11.5
2.1	19	9.6
2.7	72	9.5
2	39	9.3
2.1	22	9.5
2.1	22	9.5
2.5	58	9.3
2.8	104	9.2
2.4	38	9.3
4.2	16	11.5
2.6	139	9.5
1.9	18	9.2
2.8	101	10
2.7	101	9.5
2.1	28	9.5
2.5	57	9
2.6	68	9.4
2.1	31	9.6
2.1	28	9.5
2.9	40	9.5
2.9	40	9.5
2.5	66	9.4
2.9	40	9.5
1.7	32	9.1
1.9	47	10.7
2	33	11.2
2.2	31	9.8
2.2	31	9.8
2.5	88	9.2
2.8	104	9.7
2	35	9.6
1.7	19	10
2	35	9.6
2.8	44	9.5
3	48	9.5
2.9	74	9.4
2.7	98	9.5
2.3	94	9.7
1.9	32	9.6
2.3	94	9.7
2.4	143	9.4
2.3	144	9.4
1.8	44	9.5
1.8	45	9.5
3	16	10
2.4	48	10.3
2.4	18	10.3
3.4	34	10.5
2.6	92	9.8
2	45	9.4
2.4	37	9.8
2.4	96	10
2.4	37	9.8
2.5	85	9.8
2.3	61	9.5
2.3	61	9.5
2.2	58	10.1
2.2	58	10.1
2.9	119	9.3
2.6	82	9.7
2.9	130	9.6
2.5	87	9.7
2.6	13	10.8
2.3	26	12.5
2.6	60	10.2
2.5	64	9.6
1.6	42	10.8
3.6	14	10.7
3.6	14	10.7
4	108	9.4
3.3	17	10
1.7	86	12.9
2.5	46	9.6
2.7	18	9.9
2.4	10	12.8
2	10	12.5
2.4	10	12.8
1.9	12	9.2
2.8	15	10.3
2.6	14	10.5
2.8	24	10.9
2.5	38	10.8
2.1	7	11.4
2.8	41	11.3
2.5	38	10.8
3.2	30	10.5
1.6	27	11.9
2.35	47	9.4
3.2	59	9.6
1.9	22	9.7
2.1	42	14
2	36	9.8
2	36	9.8
2.8	16	10.3
2.8	37	10.7
2.3	8	11
2.8	37	10.7
2.3	45	12.7
2.1	24	11.1
2.5	9	10.9
2.1	24	11.1
1.5	48	9.9
1.6	51	9.9
1.6	23	9.4
1.5	55	9.3
2.4	100	11.7
2.4	100	11.7
1.6	28	11.2
2.2	26	10
2.65	34	12.1
3	31	10.3
2.6	68	10.9
2	92	9.4
1.7	42	10.6
1.8	31	9.8
1.8	31	9.8
1.8	39	9.9
1.8	31	9.8
1.6	32	9.8
1.9	22	9.5
1.9	22	9.5
2.5	122	9.7
1.5	55	10.9
1.5	55	10.9
2.5	14	11.7
1.5	55	10.9
2.5	47	11.3
1.7	32	10.6
1.8	24	11.2
2.7	85	9.5
2	88	11.5
2.7	25	10.4
2.5	84	9.7
2.7	85	9.5
2.6	86	9.7
2.3	24	11.3
2	22	11.2
1.8	24	11.2
2	43	10.9
2.1	43	11.8
1.5	46	10.6
2	48	10
1.6	10	11.1
2.1	10	11.8
2.8	16	11.8
2.2	14	10.9
2.1	43	11.8
4	69	10
2.5	88	9.5
1.6	21	9.9
2.1	35	11.4
3.1	26	12
2.5	88	9.5
4	69	10
2.5	30	10.5
2.4	28	10.4
2.6	56	12.1
2.5	64	11.2
6.6	99	9.3
2	52	10.1
2.3	86	9.7
1.9	18	9.3
2.3	86	9.7
2.2	88	9.8
2.3	43	10.7
2.4	43	12.5
2.3	43	10.7
2.4	43	12.5
3.4	11	11
2.6	39	11.8
2.4	33	10.8
2.4	33	10.8
6	18	10.8
6	18	10.8
3	115	9.5
2.6	78	11
2.2	9	11.5
2.4	61	10.8
1.2	11	11.5
3.8	11	13.2
9	9	10.9
2.9	8	12.2
4.6	10	12.2
1.2	11	11.5
2.2	6	11.9
1.5	62	11
8.8	45	10.1
2.2	79	11
1.8	46	11.8
2.3	23	10.5
2.2	79	11
1.8	46	11.8
8.8	45	10.1
2.3	28	11.2
1.9	77	11
2.3	73	10.2
2.2	75	9.2
2.3	28	11.2
3.3	19	12
1.9	25	10.5
2	38	9.8
1.9	66	9.5
2	38	9.8
1.9	25	10.5
2.3	72	11.8
2.3	72	11.8
1.4	26	10.4
2.8	42	12.9
1.6	11	11.4
2.2	25	12.4
5	17	12.5
2.6	52	10
2.3	45	9.7
3.8	24	12.1
2	20	11.1
4.1	24	12
2.1	12	12.4
1.8	21	11.9
1.8	21	11.9
1.8	21	11.9
2.1	12	12.4
2.2	10	11.2
2.1	9	12.1
2.7	11	12.2
1.9	23	10.4
2.1	10	11.3
2	51	11.1
2.3	36	11.3
2	32	10
1.9	38	11.1
1.6	18	9.3
2.1	16	9.5
2	27	11.2
1.9	38	11.1
2.4	48	11
2.4	10	11.9
2.1	113	9.2
2.4	46	12.2
2.9	22	10.2
1.9	10	10.9
1.9	10	10.9
2.4	13	11.6
1.7	12	10.7
5.9	13	12.1
2.1	72	9.4
2.1	72	9.4
2.6	119	9.1
3.6	29	11.3
1.4	6	10.4
1.9	17	10.5
1.9	28	10
2.1	70	12.9
1.9	17	10.5
1.4	6	10.4
2	11	11.3
1.4	7	11.4
1.6	70	9.4
1.7	27	9.4
1.5	21	10.9
1.7	27	9.4
2	68	9.4
2	47	9.4
2	68	9.4
2.5	88	9.4
2	41	10.1
2.2	11	12.8
2.2	11	12.8
1.4	10	9.1
1.65	12	12.9
2.2	12	11.5
1.5	47	10.6
2.05	27	11.7
1.8	8	12.8
1.6	45	10.3
1.8	8	12.8
2.05	27	11.7
2	25	11.7
3.6	24	12
2.8	55	10.9
1.7	12	12.3
2	19	10.4
2.1	32	10
1.6	31	10
2	7	11.2
2.2	27	11.4
2.2	28	12.6
0.9	109	12.7
0.9	109	12.7
1.8	23	10.4
2.4	8	11.9
2.4	8	11.9
2.1	9	10.5
2.3	9	12.3
1.8	18	10.5
2.8	43	10.4
1.9	36	12.6
2.2	52	11.6
2.5	68	10.1
1.8	18	10.5
2.1	14	11.5
1.8	15	11
4.1	14	9.6
2.6	27	10.4
2.5	48	9.7
2.4	17	10.6
2.5	35	12.5
1.8	56	9.2
6.2	42	12.6
2.2	39	11.1
2.2	32	10.2
1.7	26	9.8
2.2	39	11.1
8.9	39	10.9
3.3	53	12.2
1.4	38	11.4
1.7	45	10.7
1.8	51	10.4
1.7	14	10.9
1.8	17	10.8
1.8	51	10.4
1.4	45	9.2
2.4	25	12.9
2.3	20	12.7
2	77	9.1
2	77	9.1
4	10	12.1
3.9	90	9.1
2.4	52	11.6
4	10	12.1
1.8	8	9.9
1.8	16	12.5
1.9	15	11.4
2.4	17	11.8
2	10	11.8
2.4	20	10.2
2.4	26	12.5
2.2	10	10.9
2.2	10	10.9
2.8	52	10.8
1.5	37	11.1
8.1	92	9.2
1.8	75	9.5
2.7	37	10.7
8.1	92	9.2
2	67	10.2
2	8	11.4
6.4	8	11
6.4	8	11
8.3	278	12.3
1.4	8	11.8
8.3	289	12.3
1.8	70	9.5
2.4	59	12
1.8	70	9.5
1.8	64	9.6
4.7	9	11.6
1.6	30	11.2
1.5	41	9.9
1.5	41	9.9
1.9	74	11.8
2	19	11.4
2	16	11.5
2.2	31	12
5.5	17	10.8
2.5	20	10.5
5.5	17	10.8
1.5	18	9.4
2.1	16	12.5
1.5	18	9.4
2.1	36	12.4
2.1	25	12
1.7	30	11.2
2.1	25	12
2.2	25	12.4
2.1	49	12.8
1.9	17	12.3
2	24	11.7
3.3	13	9.5
2.1	66	10.8
1.4	14	10
2	55	12.3
1.5	35	11
1.6	10	9.5
4.3	80	13.6
2.5	21	11.3
2.5	21	11.3
2.5	21	11.3
2.1	24	13.3
2.5	15	12.9
2.5	17	13.1
1.8	28	12.3
1.4	33	12.3
1.9	29	11.2
2.2	13	11.5
1.7	27	11.3
1.7	11	13.5
2.9	52	11.5
2.7	89	10
3.3	70	10.5
1.9	10	10.4
1.7	135	9.5
1.8	38	13.6
5.5	18	11.2
1.7	15	11.8
1.7	50	11.9
2	13	11.4
2	13	11.4
3.7	94	9.1
2	86	9.5
1.7	79	9.5
2.5	71	11
2.4	12	11.4
1.8	20	10
2.3	70	10.1
2.5	51	10.4
1.8	21	9.8
6.2	14	11.8
2	21	11.6
2	11	12
2.8	12	12.8
2.5	70	12.5
2.2	38	9.8
2.1	38	11.1
2.2	63	11.4
2.2	38	9.8
1.75	88	11.8
2.1	101	12.9
2.8	54	10.6
2.2	37	10.8
2.3	20	11.1
1.4	21	10.2
2.3	19	11.8
1.7	21	10
1.7	21	10
1.9	38	9.4
2	60	10.2
2.5	48	12.4
2.8	44	12
2.3	14	11.5
1.6	12	10.5
2.2	44	10.8
2.1	16	12.3
1.7	65	9.5
1.7	65	9.5
2.2	59	11.5
5.6	47	11.2
2.4	11	12.7
2.1	78	11.4
2.4	47	11
2.4	47	11
1.65	11	11.4
2.5	54	10.5
1.6	61	9.3
2.1	119	10.9
2	39	11.9
7.8	12	12.2
2	39	11.9
2.1	119	10.9
1.8	19	9.6
4.6	20	12.5
2.3	12	10.8
2.5	41	12.4
2.3	12	10.8
1.8	64	9.5
1.8	56	9.5
2.3	94	9.5
1.5	9	9.8
2	77	10.9
2.3	94	9.5
1.5	9	9.8
1.9	10	11.2
1.8	12	11.7
5.8	76	9.4
2.1	44	11
2.1	44	11
2.1	44	11
1.7	52	10
2.1	44	11
2	24	11.2
2.1	15	10.4
2.1	53	9.3
2.1	15	10.4
1.9	13	10.5
1.9	9	10.4
2.1	29	11.3
2	79	9.5
1.9	74	12
1.9	24	10.6
1.3	50	10.9
1.8	44	11.5
1.8	44	11.5
2.2	89	9.6
2.2	23	12
2.5	20	10.3
2.6	77	9.4
4.1	46	9.2
2	21	9.6
1.8	88	13.6
2.1	66	9.5
2.7	58	11.8
2.6	90	10.8
2.1	66	9.5
2.2	36	9.3
2.2	18	12.8
12.9	113	11.5
1.7	17	9.4
2.2	18	12.8
2.5	24	9.6
4.3	20	11.8
1.7	60	9.3
2.5	65	9.8
2	40	12.2
2.4	86	9.5
13.4	160	10.3
1.8	34	10.5
1.7	48	10
1.8	34	10.5
2.2	36	11.1
2.3	37	10.9
2.3	37	10.9
2.2	60	9.8
1.8	14	9.8
1.4	13	9.5
1.9	35	10.9
2.4	46	11
1.8	60	9.2
4.8	69	11
2.7	33	11.3
2.7	33	11.3
1.8	56	9.3
2	24	11.2
2.5	66	9.8
2.2	26	9.6
1.8	51	11.8
2.3	36	10.3
2.3	36	10.3
2.3	19	11.4
2	51	9.5
1.8	87	14
1.6	60	14
1.6	64	11.7
1.9	44	11.2
2	44	9.3
2.1	36	11.2
2.3	81	9.5
6.3	10	12
1.9	10	9.7
2.3	81	9.5
1.7	9	11.5
1.9	54	10.4
1.9	54	10.4
2	22	10.9
2.7	69	10.2
2.3	36	10.9
1.8	47	10.5
2.5	31	12.4
2.6	7	13
4.5	110	10.2
4.5	110	10.2
1.9	12	11
2.1	60	10.9
2.4	28	12.4
1.9	12	9.7
2.1	60	10.9
4.3	77.5	9.5
4.3	77.5	9.5
2.1	29	12.1
1.4	18	12.2
2.1	9	10.9
2.15	28	12.5
2	57	11.7
2.1	15	11.2
1.8	68	11.2
2.3	68	9.2
1.9	88	9.8
2.5	91	10.1
3.9	29	11.1
2.5	91	10.1
1.4	63	9.2
1.9	88	9.8
3	27	12.8
1.9	41	10.5
2.3	65	10.1
2.4	69	10.1
2	91	9.8
1.2	46	12.5
2.2	41	11.9
2	91	9.8
1.7	64	9.1
2.6	88	10.1
1.2	46	12.5
1.8	18	11.4
1.8	55	11
1.7	34	10.6
1.7	34	10.6
1.7	34	10.6
1.7	34	10.6
1.8	38	9.3
2.1	91	9.8
2.1	91	9.8
3.8	67	9.2
1.7	25	9.7
2.2	48	9.6
2	11	10
2.4	40	12.6
1.4	26	9.5
1.4	26	9.5
1.4	26	9.5
1.7	31	10.5
1.7	31	10.5
1.7	31	10.5
1.7	31	10.4
1.7	31	10.5
2.6	20	11
2.3	28	10.2
2.1	13	11.4
1.8	12	9.5
1.8	12	9.5
2.8	41	10.8
2	73	10
2.3	46	11.8
1.9	57	10.3
1.9	57	10.3
2.3	28	10
1.8	32	10.1
1.8	28	10.1
2.5	67	11.1
5.4	98	9.5
1.4	28	10.033
2.3	38	10.9
2.5	54	10.1
1.4	28	10.033
2	63	9.8
1.9	31	11.8
2.2	42	9.5
1.7	45	9.8
2.2	105	10.5
2.1	74	9.8
1.6	8	10.4
1.7	66	9.2
3.1	14	11.6
1.7	66	9.2
3.8	89	9.3
1.2	29	9.8
2	100	9.9
1.4	31	10
2.3	74	12.2
2	28	9.9
2.6	35	10.8
2.6	35	10.8
1.8	25	9.6
2.1	105	9.9
2.1	105	9.9
1.8	84	9.5
3.4	85	9.2
1.8	23	9.6
1.8	23	9.6
6.1	49	10.3
2.2	111	9.7
2.3	33	12.5
2.4	33	11
1.3	12	9.8
2	59	10.2
3.9	73	9.2
1.6	12	9.55
1.6	11	9.55
2	104	9.9
2.2	28	10.2
2.2	24	11.1
2.1	141	9.9
2.1	141	9.9
2	24	11.9
1.7	13	10
2.6	46	10.7
2	34	11.3
5.1	22	10.9
2.1	54	10.7
2.2	53	12.4
2.1	54	10.7
1.8	16	11.9
2.4	19	10.6
5.1	22	10.9
2	89	10.1
2.2	15	9.6
1.6	18	9.4
2.2	15	9.6
2.5	37	12.1
1.6	19	9.8
2.2	133	9.9
1.6	19	9.8
1.6	58	9.4
2.1	55	11.4
3.9	31	11
1.4	23	9.6
1.4	23	9.6
1.8	60	12.1
2.5	23	11.2
1.9	55	11
2.2	67	11.3
1.8	47	10.4
2.1	74	9.9
1.6	11	11.7
1.8	25	10.1
15.4	95	9
15.4	95	9
1.6	90	8.5
4.8	39	11.1
1.7	8	10.3
2.2	92	11.067
2	28	11.3
5.2	98	9.5667
1.9	30	9.8
1.75	22	11.7
2.2	92	11.1
5.2	98	9.6
1.9	30	9.8
1.9	39	9.7
1.9	54	9.7
2	29	11.3
2	28	11.3
2.7	17	11
2	53	11.6
1.9	85	9
2.2	23	10.9
1.6	17	10.9
1.8	89	10.55
1.9	85	9
1.7	20	10.5
1.7	15	11.9
2.3	64	10.4
2.1	13	10
2.3	31	10.4
2.4	39	10.8
1.7	53	9.7
1.7	53	9.7
2.1	54	10
2.3	32	11
2.1	54	10
2.1	49	9.7
