1599 2
2.4	35
2.1	24
2.2	66
2.3	24
2.3	18
3.2	54
2.3	18
2	62
3.2	22
3.2	54
1.5	50
2.2	29
2.15	27
3.7	43
2.7	19
1.7	27
2.1	31
2.6	72
2.1	16
2	27
2.8	35
2.8	35
1.8	26
1.7	35
2.8	22
1.6	67
5.2	19
2.3	22
2.7	65
2.8	22
2.2	47
2.3	23
2.6	19
2.55	25
2.2	129
2.1	15
2.9	26
2	51
2.6	18
2.1	21
1.2	48
2.6	47
2.4	52
2.6	68
2.1	14
1.7	24
2.2	28
2	16
1.8	20
2.2	28
2.7	31
15.5	23
2.8	17
2.2	18
2.2	18
4.1	24
1.9	17
1.9	17
1.8	14
2.8	67
2.6	26
2.8	56
2.5	25
2.6	27
3	81
8.3	91
2.6	16
1.9	38
2.5	113
2.6	16
3	81
1.9	38
6.55	76
6.55	76
1.9	24
1.8	22
2.9	26
1.8	21
2.3	13
2.2	62
2.8	43
4.6	43
2.2	62
2.1	49
2.4	15
2.4	15
6.1	151
4.3	14
2.1	16
2.8	32
2.5	106
2.7	33
2	43
2.3	133
2.5	142
2.4	116
2.8	53
2.5	106
2.5	85
2.6	55
2.4	33
2.1	28
2.7	42
2.7	42
2.1	33
2.7	32
2.1	28
2.4	33
2.1	13
5.8	35
5.15	17
3.3	47
6.3	17
2.1	20
2.5	53
1.8	15
2.6	106
2	28
2.5	21
2.6	69
1.9	25
2.1	25
2.8	45
2.7	44
1.6	96
4.2	23
4.2	23
4.6	17
4.2	23
4.6	17
4.3	47
2.8	19
2.4	121
2.9	110
2.7	60
4.3	47
2.8	19
2.5	15
2.5	15
2.6	20
2.2	42
3.3	37
2.2	42
2.4	28
2.1	47
3.2	78
3.1	46
2.3	14
2.8	111
2.9	110
2.2	40
2.2	14
2.2	14
2.2	15
1.9	21
3.4	80
2.4	38
2.7	47
1.9	102
2	50
2.6	13
2.6	75
1.7	149
2.6	75
3.5	43
2.6	38
7.9	109
2	24
1.9	18
2.1	30
2.3	22
2.1	23
2.2	35
2.6	14
2.2	35
2.9	63
2.6	24
4.6	20
3.3	52
5.1	65
3.2	39
2.5	57
2.7	16
2.4	29
1.5	29
2.2	103
2.3	71
2.3	71
2.2	28
2.7	17
2.3	16
3.4	112
3.4	104
1.9	32
2.9	45
5.6	58
5.6	58
2.2	15
2.2	15
2.5	31
2.3	84
2.5	31
2.7	19
3	43
3.4	86
1.9	102
1.4	33
2.4	147
2.3	145
2.2	23
1.9	57
2.3	40
2.3	68
2.3	40
2.3	68
2.3	40
6	11
3.6	20
2.2	14
2.8	28
8.6	148
2.2	32
2.5	155
7.5	71
2.8	30
2.4	29
2.9	53
2.2	32
1.4	42
1.4	20
4.4	13
1.4	20
1.6	42
1.6	27
1.8	13
2	54
2	48
1.8	16
2	15
2.3	31
2	15
2.5	45
1.7	13
2	151
1.7	13
2.2	17
2.2	31
2.2	17
2.3	31
2.6	87
3.3	49
1.9	40
2.2	29
2.25	58
2.6	15
2.3	152
2.6	15
1.8	40
3.1	38
1.6	9
1.8	17
4.25	14
2.6	93
2	62
2.8	122
2.7	125
1.3	44
2.1	25
2.1	25
3.2	72
2.1	19
2.9	88
2.1	25
2.1	23
2.6	84
1.6	14
6	54
2	19
3	37
2.5	35
1.6	33
2.8	84
3	112
3.2	33
2.3	48
2.6	77
2.7	34
2.3	48
2.6	49
2	22
3.9	45
2	22
2.85	106
2.7	48
2.2	127
3.1	12
3	13
2.8	49
1.8	11
1.8	11
3.2	58
2.3	37
3.45	14
2.1	19
2.7	72
2	39
2.1	22
2.1	22
2.5	58
2.8	104
2.4	38
4.2	16
2.6	139
1.9	18
2.8	101
2.7	101
2.1	28
2.5	57
2.6	68
2.1	31
2.1	28
2.9	40
2.9	40
2.5	66
2.9	40
1.7	32
1.9	47
2	33
2.2	31
2.2	31
2.5	88
2.8	104
2	35
1.7	19
2	35
2.8	44
3	48
2.9	74
2.7	98
2.3	94
1.9	32
2.3	94
2.4	143
2.3	144
1.8	44
1.8	45
3	16
2.4	48
2.4	18
3.4	34
2.6	92
2	45
2.4	37
2.4	96
2.4	37
2.5	85
2.3	61
2.3	61
2.2	58
2.2	58
2.9	119
2.6	82
2.9	130
2.5	87
2.6	13
2.3	26
2.6	60
2.5	64
1.6	42
3.6	14
3.6	14
4	108
3.3	17
1.7	86
2.5	46
2.7	18
2.4	10
2	10
2.4	10
1.9	12
2.8	15
2.6	14
2.8	24
2.5	38
2.1	7
2.8	41
2.5	38
3.2	30
1.6	27
2.35	47
3.2	59
1.9	22
2.1	42
2	36
2	36
2.8	16
2.8	37
2.3	8
2.8	37
2.3	45
2.1	24
2.5	9
2.1	24
1.5	48
1.6	51
1.6	23
1.5	55
2.4	100
2.4	100
1.6	28
2.2	26
2.65	34
3	31
2.6	68
2	92
1.7	42
1.8	31
1.8	31
1.8	39
1.8	31
1.6	32
1.9	22
1.9	22
2.5	122
1.5	55
1.5	55
2.5	14
1.5	55
2.5	47
1.7	32
1.8	24
2.7	85
2	88
2.7	25
2.5	84
2.7	85
2.6	86
2.3	24
2	22
1.8	24
2	43
2.1	43
1.5	46
2	48
1.6	10
2.1	10
2.8	16
2.2	14
2.1	43
4	69
2.5	88
1.6	21
2.1	35
3.1	26
2.5	88
4	69
2.5	30
2.4	28
2.6	56
2.5	64
6.6	99
2	52
2.3	86
1.9	18
2.3	86
2.2	88
2.3	43
2.4	43
2.3	43
2.4	43
3.4	11
2.6	39
2.4	33
2.4	33
6	18
6	18
3	115
2.6	78
2.2	9
2.4	61
1.2	11
3.8	11
9	9
2.9	8
4.6	10
1.2	11
2.2	6
1.5	62
8.8	45
2.2	79
1.8	46
2.3	23
2.2	79
1.8	46
8.8	45
2.3	28
1.9	77
2.3	73
2.2	75
2.3	28
3.3	19
1.9	25
2	38
1.9	66
2	38
1.9	25
2.3	72
2.3	72
1.4	26
2.8	42
1.6	11
2.2	25
5	17
2.6	52
2.3	45
3.8	24
2	20
4.1	24
2.1	12
1.8	21
1.8	21
1.8	21
2.1	12
2.2	10
2.1	9
2.7	11
1.9	23
2.1	10
2	51
2.3	36
2	32
1.9	38
1.6	18
2.1	16
2	27
1.9	38
2.4	48
2.4	10
2.1	113
2.4	46
2.9	22
1.9	10
1.9	10
2.4	13
1.7	12
5.9	13
2.1	72
2.1	72
2.6	119
3.6	29
1.4	6
1.9	17
1.9	28
2.1	70
1.9	17
1.4	6
2	11
1.4	7
1.6	70
1.7	27
1.5	21
1.7	27
2	68
2	47
2	68
2.5	88
2	41
2.2	11
2.2	11
1.4	10
1.65	12
2.2	12
1.5	47
2.05	27
1.8	8
1.6	45
1.8	8
2.05	27
2	25
3.6	24
2.8	55
1.7	12
2	19
2.1	32
1.6	31
2	7
2.2	27
2.2	28
0.9	109
0.9	109
1.8	23
2.4	8
2.4	8
2.1	9
2.3	9
1.8	18
2.8	43
1.9	36
2.2	52
2.5	68
1.8	18
2.1	14
1.8	15
4.1	14
2.6	27
2.5	48
2.4	17
2.5	35
1.8	56
6.2	42
2.2	39
2.2	32
1.7	26
2.2	39
8.9	39
3.3	53
1.4	38
1.7	45
1.8	51
1.7	14
1.8	17
1.8	51
1.4	45
2.4	25
2.3	20
2	77
2	77
4	10
3.9	90
2.4	52
4	10
1.8	8
1.8	16
1.9	15
2.4	17
2	10
2.4	20
2.4	26
2.2	10
2.2	10
2.8	52
1.5	37
8.1	92
1.8	75
2.7	37
8.1	92
2	67
2	8
6.4	8
6.4	8
8.3	278
1.4	8
8.3	289
1.8	70
2.4	59
1.8	70
1.8	64
4.7	9
1.6	30
1.5	41
1.5	41
1.9	74
2	19
2	16
2.2	31
5.5	17
2.5	20
5.5	17
1.5	18
2.1	16
1.5	18
2.1	36
2.1	25
1.7	30
2.1	25
2.2	25
2.1	49
1.9	17
2	24
3.3	13
2.1	66
1.4	14
2	55
1.5	35
1.6	10
4.3	80
2.5	21
2.5	21
2.5	21
2.1	24
2.5	15
2.5	17
1.8	28
1.4	33
1.9	29
2.2	13
1.7	27
1.7	11
2.9	52
2.7	89
3.3	70
1.9	10
1.7	135
1.8	38
5.5	18
1.7	15
1.7	50
2	13
2	13
3.7	94
2	86
1.7	79
2.5	71
2.4	12
1.8	20
2.3	70
2.5	51
1.8	21
6.2	14
2	21
2	11
2.8	12
2.5	70
2.2	38
2.1	38
2.2	63
2.2	38
1.75	88
2.1	101
2.8	54
2.2	37
2.3	20
1.4	21
2.3	19
1.7	21
1.7	21
1.9	38
2	60
2.5	48
2.8	44
2.3	14
1.6	12
2.2	44
2.1	16
1.7	65
1.7	65
2.2	59
5.6	47
2.4	11
2.1	78
2.4	47
2.4	47
1.65	11
2.5	54
1.6	61
2.1	119
2	39
7.8	12
2	39
2.1	119
1.8	19
4.6	20
2.3	12
2.5	41
2.3	12
1.8	64
1.8	56
2.3	94
1.5	9
2	77
2.3	94
1.5	9
1.9	10
1.8	12
5.8	76
2.1	44
2.1	44
2.1	44
1.7	52
2.1	44
2	24
2.1	15
2.1	53
2.1	15
1.9	13
1.9	9
2.1	29
2	79
1.9	74
1.9	24
1.3	50
1.8	44
1.8	44
2.2	89
2.2	23
2.5	20
2.6	77
4.1	46
2	21
1.8	88
2.1	66
2.7	58
2.6	90
2.1	66
2.2	36
2.2	18
12.9	113
1.7	17
2.2	18
2.5	24
4.3	20
1.7	60
2.5	65
2	40
2.4	86
13.4	160
1.8	34
1.7	48
1.8	34
2.2	36
2.3	37
2.3	37
2.2	60
1.8	14
1.4	13
1.9	35
2.4	46
1.8	60
4.8	69
2.7	33
2.7	33
1.8	56
2	24
2.5	66
2.2	26
1.8	51
2.3	36
2.3	36
2.3	19
2	51
1.8	87
1.6	60
1.6	64
1.9	44
2	44
2.1	36
2.3	81
6.3	10
1.9	10
2.3	81
1.7	9
1.9	54
1.9	54
2	22
2.7	69
2.3	36
1.8	47
2.5	31
2.6	7
4.5	110
4.5	110
1.9	12
2.1	60
2.4	28
1.9	12
2.1	60
4.3	77.5
4.3	77.5
2.1	29
1.4	18
2.1	9
2.15	28
2	57
2.1	15
1.8	68
2.3	68
1.9	88
2.5	91
3.9	29
2.5	91
1.4	63
1.9	88
3	27
1.9	41
2.3	65
2.4	69
2	91
1.2	46
2.2	41
2	91
1.7	64
2.6	88
1.2	46
1.8	18
1.8	55
1.7	34
1.7	34
1.7	34
1.7	34
1.8	38
2.1	91
2.1	91
3.8	67
1.7	25
2.2	48
2	11
2.4	40
1.4	26
1.4	26
1.4	26
1.7	31
1.7	31
1.7	31
1.7	31
1.7	31
2.6	20
2.3	28
2.1	13
1.8	12
1.8	12
2.8	41
2	73
2.3	46
1.9	57
1.9	57
2.3	28
1.8	32
1.8	28
2.5	67
5.4	98
1.4	28
2.3	38
2.5	54
1.4	28
2	63
1.9	31
2.2	42
1.7	45
2.2	105
2.1	74
1.6	8
1.7	66
3.1	14
1.7	66
3.8	89
1.2	29
2	100
1.4	31
2.3	74
2	28
2.6	35
2.6	35
1.8	25
2.1	105
2.1	105
1.8	84
3.4	85
1.8	23
1.8	23
6.1	49
2.2	111
2.3	33
2.4	33
1.3	12
2	59
3.9	73
1.6	12
1.6	11
2	104
2.2	28
2.2	24
2.1	141
2.1	141
2	24
1.7	13
2.6	46
2	34
5.1	22
2.1	54
2.2	53
2.1	54
1.8	16
2.4	19
5.1	22
2	89
2.2	15
1.6	18
2.2	15
2.5	37
1.6	19
2.2	133
1.6	19
1.6	58
2.1	55
3.9	31
1.4	23
1.4	23
1.8	60
2.5	23
1.9	55
2.2	67
1.8	47
2.1	74
1.6	11
1.8	25
15.4	95
15.4	95
1.6	90
4.8	39
1.7	8
2.2	92
2	28
5.2	98
1.9	30
1.75	22
2.2	92
5.2	98
1.9	30
1.9	39
1.9	54
2	29
2	28
2.7	17
2	53
1.9	85
2.2	23
1.6	17
1.8	89
1.9	85
1.7	20
1.7	15
2.3	64
2.1	13
2.3	31
2.4	39
1.7	53
1.7	53
2.1	54
2.3	32
2.1	54
2.1	49
1.4	24
3.75	16
2.6	44
1.8	45
13.8	82
2.2	89
13.8	82
2.2	89
5.7	14
3	22
1.5	13
3	22
2.1	9
1.5	12
2	11
2.1	25
2.1	23
1.9	17
1.7	13
2.1	11
1.8	18
1.7	13
1.6	18
1.9	147
1.4	28
1.9	28
1.9	147
2.3	16
2.3	13
2.3	16
1.5	15
4.3	64
2.4	60
2.5	14
2.3	12
1.8	12
2	14
2.3	12
2.1	25
1.8	20
2.2	48
2.1	27
2.2	17
1.8	65
4.1	65
4.1	65
2.3	58
2	44
2.2	20
2.6	27
2	44
1.9	23
2.3	58
2	61
2	47
2.1	34
2.2	38
1.7	24
2.2	59
2.1	52
2.2	18
2.8	28
2	22
1.9	84
2.4	29
2.2	35
1.9	45
1.9	31
2.5	26
1.8	60
4.4	32
2.2	49
1.9	38
2.2	19
2.3	19
1.8	28
2	26
1.6	26
2	50
1.8	24
2.3	26
2.3	27
3.7	54
2.2	28
2.4	23
1.7	24
2.2	20
2.4	23
6.7	115
2	131
2	131
2	131
2	20
2	20
2	20
1.9	42
2.1	52
2	20
1.6	42
1.9	34
2.2	35
2.2	25
2.2	104
2.4	50
13.9	92
2.2	20
1.6	29
5.1	27
1.8	20
1.7	32
2.4	26
1.7	32
2.6	27
2.1	98
2.4	34
2.6	48
2.4	60
1.8	28
2.5	102
7.8	79
1.8	35
1.7	26
2.3	40
1.9	38
2	44
2.2	51
2.3	40
2	44
3.6	42
